번호,종목코드,기업명,업종코드,업종,상장주식수(주),자본금(원),액면가(원),통화구분,대표전화,주소,총카운트
1289,224760,엔에스컴퍼니,064102,토목 건설업,"3,939,700","1,969,850,000","500",원(KRW),052-289-2888,경상북도 경주시 외동읍 구어2산단로 127 -,2298
1290,256840,엔에이치스팩11호,116601,금융 지원 서비스업,"6,830,000","683,000,000","100",원(KRW),02-750-5546,"서울특별시 영등포구 여의대로 60 (여의도동, 8층) ",2298
1291,273060,엔에이치스팩12호,116601,금융 지원 서비스업,"7,510,000","751,000,000","100",원(KRW),02-750-5519,서울특별시 영등포구 여의대로 60 &nbsp,2298
1292,310840,엔에이치스팩13호,116601,금융 지원 서비스업,"3,420,000","342,000,000","100",원(KRW),02-750-5519,서울특별시 영등포구 여의대로 60 &nbsp,2298
1293,319400,엔에이치스팩14호,116601,금융 지원 서비스업,"8,620,000","862,000,000","100",원(KRW),02-750-5777,서울특별시 영등포구 여의대로 60 8층,2298
1294,181710,엔에이치엔,105802,소프트웨어 개발 및 공급업,"19,565,025","9,782,512,500","500",원(KRW),1544-6859,경기도 성남시 분당구  대왕판교로645번길 16 플레이뮤지엄,2298
1295,208860,엔지스테크널러지,105802,소프트웨어 개발 및 공급업,"9,805,987","4,902,993,500","500",원(KRW),02-1522-9060,서울특별시 성동구 아차산로 49 서울숲코오롱디지털타워 3차 10층 ,2298
1296,183490,엔지켐생명과학,032101,기초 의약물질 및 생물학적 제제 제조업,"7,837,768","3,918,884,000","500",원(KRW),043-652-2845,충청북도 제천시 바이오밸리로 59 &nbsp,2298
1297,085310,엔케이,032501,"구조용 금속제품, 탱크 및 증기발생기 제조업","79,983,352","39,991,676,000","500",원(KRW),051-204-2211,부산광역시 강서구 녹산산단17로 113(주)엔케이 ,2298
1298,182400,엔케이맥스,032101,기초 의약물질 및 생물학적 제제 제조업,"31,088,588","15,544,294,000","500",원(KRW),031-603-9217,"경기도 성남시 분당구 돌마로 172 정자동, 헬스케어혁신파크 1층및6층 ",2298
1299,009810,엔케이물산,074607,기타 전문 도매업,"83,578,428","41,789,214,000","500",원(KRW),02-6000-7800,"서울특별시 광진구 광나루로56길 85 10층(구의동, 테크노마트21)",2298
1300,206400,엔터메이트,105802,소프트웨어 개발 및 공급업,"83,314,615","8,331,461,500","100",원(KRW),02-3461-2150,서울특별시 강남구 도곡로 176 크리스빌딩 2층 ,2298
1301,069410,엔텔스,105802,소프트웨어 개발 및 공급업,"6,899,227","3,449,613,500","500",원(KRW),02-3218-1200,"서울특별시 강남구 학동로 401 15층(청담동, 금하빌딩)",2298
1302,004250,엔피씨,032202,플라스틱제품 제조업,"36,720,000","21,000,000,000","500",원(KRW),031-362-2851,경기도 안산시 단원구  해안로 289 엔피씨(주) ,2298
1303,048830,엔피케이,032002,합성고무 및 플라스틱 물질 제조업,"18,723,923","9,361,961,500","500",원(KRW),031-730-0650,경기도 성남시 중원구  갈마치로 215 금강펜테리움IT타워 A-708,2298
1304,096870,엘디티,032601,반도체 제조업,"6,678,400","3,339,200,000","500",원(KRW),041-520-7300,충청남도 천안시 서북구  한들1로 126-33 ,2298
1305,276240,엘리비젼,032605,영상 및 음향기기 제조업,"2,587,200","1,293,600,000","500",원(KRW),032-576-3050,"인천광역시 남동구 논현고잔로 109번길 105, 비동 202호(고잔동) ",2298
1306,900140,엘브이엠씨,074501,자동차 판매업,"51,120,439","12,780,110","0.25",미국달러(USD),070-8615-4824,"PO Box 309, Ugland House, Grand Cayman, KY1-1104, Cayman Islands ",2298
1307,061970,엘비세미콘,032601,반도체 제조업,"43,784,592","21,892,296,000","500",원(KRW),031-680-1600,경기도 평택시 청북면 청북산단로 138 ,2298
1308,138690,엘아이에스,032902,특수 목적용 기계 제조업,"15,937,873","7,968,936,500","500",원(KRW),070-7162-7205,경기도 안양시 동안구 엘에스로116번길 91 (호계동) ,2298
1309,290650,엘앤씨바이오,032102,의약품 제조업,"7,339,332","3,669,666,000","500",원(KRW),031-776-2975,"경기도 성남시 중원구 둔촌대로 474, 605호, 606호, 607호 (선텍시티) ",2298
1310,066970,엘앤에프,032802,일차전지 및 축전지 제조업,"24,758,729","12,379,364,500","500",원(KRW),(053)592-7300,대구광역시 달서구  달서대로91길 120 ,2298
1311,156100,엘앤케이바이오,032701,의료용 기기 제조업,"10,778,736","5,389,368,000","500",원(KRW),02-6717-1911,경기도 용인시 기흥구 동백중앙로16번길 16-25 201호 &nbsp,2298
1312,311060,엘에이티,032902,특수 목적용 기계 제조업,"1,125,740","562,870,000","500",원(KRW),03180195050,"경기도 수원시 권선구 서부로 1433-100, 수원산업2단지(고색동) ",2298
1313,073110,엘엠에스,032602,전자부품 제조업,"8,895,755","4,522,877,500","500",원(KRW),031-421-2345,경기도 평택시 진위면 진위산단로 53-73 ,2298
1314,083310,엘오티베큠,032902,특수 목적용 기계 제조업,"13,258,256","6,629,128,000","500",원(KRW),031-677-4431,경기도 오산시 지곶중앙로 1-20 -,2298
1315,037950,엘컴텍,032602,전자부품 제조업,"84,447,519","42,223,759,500","500",원(KRW),031-379-5258,경기 평택시 진위면 갈곶리 110-1 ,2298
1316,170920,엘티씨,032001,기초 화학물질 제조업,"7,519,943","3,759,971,500","500",원(KRW),031-383-6525,경기도 화성시 마도면 청원산단8길 114 (경기화성바이오밸리) ,2298
1317,058630,엠게임,105802,소프트웨어 개발 및 공급업,"19,543,877","9,771,938,500","500",원(KRW),02-523-5854,서울특별시 금천구  가산디지털1로 145 에이스하이엔드타워3차 ,2298
1318,058970,엠로,105802,소프트웨어 개발 및 공급업,"4,815,000","2,407,500,000","500",원(KRW),02-785-9848,"서울특별시 영등포구 당산로41길 11, 이동 5층(당산동4가, 당산에스케이브이1센터) ",2298
1319,019590,엠벤처투자,116402,신탁업 및 집합투자업,"60,142,180","30,071,090,000","500",원(KRW),02  -6000-5537,서울특별시 강남구  테헤란로87길 36 도심공항타워 2503호,2298
1320,097520,엠씨넥스,032605,영상 및 음향기기 제조업,"17,745,456","8,872,728,000","500",원(KRW),02-2025-3600,"서울특별시 금천구  디지털로9길 47 (가산동, 한신IT타워2차 11층) ",2298
1321,179290,엠아이텍,032701,의료용 기기 제조업,"30,423,558","15,211,779,000","500",원(KRW),070-4304-7443,"경기도 평택시 진위면 하북2길 174 (진위면, 주식회사엠아이텍) ",2298
1322,225860,엠앤씨생명과학,032004,기타 화학제품 제조업,"11,358,092","1,135,809,200","100",원(KRW),031-731-1401,"경기도 성남시 중원구 갈마치로 215 A동 807호(상대원동, 금강펜테리움아이티타워)",2298
1323,009780,엠에스씨,031007,기타 식품 제조업,"17,600,000","8,800,000,000","500",원(KRW),055 -389 -1001,경남 양산시 웅상읍 소주리 439-13 ,2298
1324,123040,엠에스오토텍,033003,자동차 신품 부품 제조업,"31,366,339","15,683,169,500","500",원(KRW),054-7701810,경상북도 경주시  내남면 포석로 16-9 ,2298
1325,251960,엠에프엠코리아,031403,편조의복 제조업,"10,400,000","5,200,000,000","500",원(KRW),02-531-5780,"서울특별시 강남구 도곡로 204, 4층(도곡동, 동신빌딩) ",2298
1326,032790,엠젠플러스,074605,기계장비 및 관련 물품 도매업,"17,067,619","8,533,809,500","500",원(KRW),02-3412-8777,서울특별시 서초구 효령로 83 엠젠플러스빌딩 (방배동),2298
1327,033160,엠케이전자,032602,전자부품 제조업,"21,807,689","10,903,844,500","500",원(KRW),031-330-1900,경기도 용인시 처인구 포곡읍 금어로 405 엠케이전자 ,2298
1328,259630,엠플러스,032902,특수 목적용 기계 제조업,"5,111,890","2,555,945,000","500",원(KRW),043-272-7079,충청북도 청주시 흥덕구 옥산면 옥산산단로 27 엠플러스 사옥 ,2298
1329,115960,연우,032202,플라스틱제품 제조업,"12,398,000","6,199,000,000","500",원(KRW),032-575-8811,인천광역시 서구 가좌로84번길 13 &nbsp,2298
1330,090740,연이정보통신,032602,전자부품 제조업,"16,000,000","8,000,000,000","500",원(KRW),041-620-1500,충청남도 천안시 서북구  직산읍 4산단6길 77 ,2298
1331,014440,영보화학,032202,플라스틱제품 제조업,"20,000,000","10,000,000,000","500",원(KRW),042-822-0603,충청북도 청주시 흥덕구 강내면 서부로 230-23 ,2298
1332,007530,영신금속,032509,기타 금속 가공제품 제조업,"12,832,968","6,416,484,000","500",원(KRW),02  -855 -6960,경기도 평택시  포승읍 포승공단로118번길 118 ,2298
1333,143540,영우디에스피,032902,특수 목적용 기계 제조업,"30,193,507","15,096,753,500","500",원(KRW),041-418-4871,충청남도 천안시 서북구 성거읍 새터길 164 -,2298
1334,111770,영원무역,074608,상품 종합 도매업,"44,311,468","22,155,734,000","500",원(KRW),390-6114,서울특별시 중구  만리재로 159 ,2298
1335,009970,영원무역홀딩스,116409,기타 금융업,"13,635,592","6,817,796,000","500",원(KRW),02-390-6000,서울특별시 중구 만리재로 159 (주)영원무역,2298
1336,036180,영인프런티어,074605,기계장비 및 관련 물품 도매업,"17,600,341","8,800,170,500","500",원(KRW),02-2140-3300,"서울특별시 금천구 벚꽃로 244 1101호(가산동, 벽산디지털밸리5차)",2298
1337,003520,영진약품,032102,의약품 제조업,"182,892,731","91,446,365,500","500",원(KRW),02-2041-8200,서울특별시 송파구 올림픽로35다길 13 국민연금 잠실사옥 2~3층,2298
1338,000670,영풍,032402,1차 비철금속 제조업,"1,842,040","9,210,200,000","5,000",원(KRW),02-519-3314,서울특별시 강남구  강남대로 542 ,2298
1339,036560,영풍정밀,032901,일반 목적용 기계 제조업,"15,750,000","7,875,000,000","500",원(KRW),02-519-3523,서울특별시 강남구 강남대로 542 ,2298
1340,006740,영풍제지,031702,"골판지, 종이 상자 및 종이용기 제조업","22,200,000","11,100,000,000","500",원(KRW),031-660-8200,경기도 평택시 진위면 서탄로 9 ,2298
1341,012280,영화금속,033003,자동차 신품 부품 제조업,"45,451,006","23,597,333,000","500",원(KRW),055-551-7500,경상남도 창원시 진해구  남의로 57 (남양동) ,2298
1342,265560,영화테크,033003,자동차 신품 부품 제조업,"5,345,090","2,672,545,000","500",원(KRW),041-585-2685,충청남도 아산시 둔포면 아산밸리로 132 &nbsp,2298
1343,012160,영흥철강,032401,1차 철강 제조업,"85,826,509","42,913,254,500","500",원(KRW),02-2077-8522,충청남도 보령시 주교면 관창공단길 50 -,2298
1344,036000,예림당,105801,"서적, 잡지 및 기타 인쇄물 출판업","23,034,277","11,617,138,500","500",원(KRW),02-566-1004,서울시 성동구 아차산로 153
(성수동2가, 예림출판문화센터) ,2298
1345,053280,예스24,074709,무점포 소매업,"17,200,000","8,600,000,000","500",원(KRW),02-3215-9100,서울특별시 영등포구 은행로 11 ,2298
1346,015360,예스코홀딩스,116409,기타 금융업,"6,000,000","30,000,000,000","5,000",원(KRW),02-3390-3010,서울특별시 용산구 한강대로 92 LS 용산타워 ,2298
1347,122640,예스티,032902,특수 목적용 기계 제조업,"14,003,328","7,001,664,000","500",원(KRW),031-612-3337,경기도 평택시 진위면 삼남로 654 &nbsp,2298
1348,179720,옐로페이,105802,소프트웨어 개발 및 공급업,"11,850,000","5,925,000,000","500",원(KRW),02-6354-9115,"서울특별시 강남구 논현로168길 39301호(신사동, 원빌딩) ",2298
1349,900300,오가닉티코스메틱,116409,기타 금융업,"56,925,000","346,362,612","0",중국위안(CNY),86-599-8508611,"20th Floor, Alexandra House 18 Chater Road, Central Hong Kong &nbsp",2298
1350,045060,오공,032004,기타 화학제품 제조업,"16,941,974","8,470,987,000","500",원(KRW),032 -822 -5050,인천광역시 남동구  함박뫼로 341 ,2298
1351,080520,오디텍,032601,반도체 제조업,"11,746,609","5,873,304,500","500",원(KRW),063-263-7626,전라북도 완주군 봉동읍 완주산단5로 87 ,2298
1352,007310,오뚜기,031007,기타 식품 제조업,"3,605,237","18,026,185,000","5,000",원(KRW),031-421-2122,경기도 안양시 동안구  흥안대로 405 ,2298
1353,079440,오렌지라이프,116501,보험업,"82,000,000","82,000,000,000","1,000",원(KRW),02-2020-8382,"서울특별시 중구 세종대로7길 37 (순화동, 오렌지센터)",2298
1354,039830,오로라,137302,전문디자인업,"10,762,890","5,381,445,000","500",원(KRW),02  -3420-4114,서울특별시 강남구 테헤란로 624 오로라빌딩 ,2298
1355,046120,오르비텍,137209,기타 과학기술 서비스업,"23,790,573","11,895,286,500","500",원(KRW),02-852-2223,"서울특별시 금천구 범안로 1130 8층(가산동, 가산디지털엠파이어)",2298
1356,014940,오리엔탈정공,032901,일반 목적용 기계 제조업,"45,573,661","22,786,830,500","500",원(KRW),(051)202-0101,부산광역시 강서구  녹산산단289로 6 오리엔탈정공,2298
1357,002630,오리엔트바이오,032102,의약품 제조업,"228,535,104","114,267,552,000","500",원(KRW),031-730-6036,경기 성남시 중원구 상대원동 143-1,2298
1358,065500,오리엔트정공,033003,자동차 신품 부품 제조업,"117,214,562","58,607,281,000","500",원(KRW),031-730-6707,경상북도 구미시 수출대로 9-1 26-5(공단동),2298
1359,271560,오리온,031007,기타 식품 제조업,"39,536,132","19,768,066,000","500",원(KRW),02-710-6000,서울특별시 용산구 백범로90다길 13 ,2298
1360,001800,오리온홀딩스,116409,기타 금융업,"62,645,422","31,322,711,000","500",원(KRW),02-710-6000,서울특별시 용산구  백범로90다길 13 (주)오리온 ,2298
1361,010470,오리콤,137103,광고업,"11,498,750","11,498,750,000","1,000",원(KRW),02-510-4077,서울특별시 강남구  언주로 726 두산빌딩 ,2298
1362,053980,오상자이엘,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","17,747,882","8,873,941,000","500",원(KRW),032-524-0700,인천 부평구 부평동 604-15 ,2298
1363,052420,오성첨단소재,032202,플라스틱제품 제조업,"55,871,717","27,997,142,500","500",원(KRW),041-583-8780,충청남도 아산시  음봉면 산동로 433-31 ,2298
1364,241790,오션브릿지,032902,특수 목적용 기계 제조업,"9,523,912","4,761,956,000","500",원(KRW),031-8052-9030,경기도 안성시 양성면 동항공단길 49 ,2298
1365,039200,오스코텍,032102,의약품 제조업,"28,101,839","14,050,919,500","500",원(KRW),031-628-7613,"경기도 성남시 분당구  대왕판교로 700 A-901(삼평동,코리아바이오파크)",2298
1366,226400,오스테오닉,032701,의료용 기기 제조업,"8,458,466","4,229,233,000","500",원(KRW),02-6902-8400,서울특별시 구로구 디지털로29길 38 에이스테크노타워Ⅲ1206호 ,2298
1367,031510,오스템,033003,자동차 신품 부품 제조업,"26,000,000","13,000,000,000","500",원(KRW),041 -559 -2340,충청남도 천안시 동남구 수신면 수신로 739 ,2298
1368,048260,오스템임플란트,032701,의료용 기기 제조업,"14,285,717","7,142,858,500","500",원(KRW),02-2016-7000,서울 금천구 가산동426-5 월드메르디앙벤처센터2차8층 ,2298
1369,138080,오이솔루션,032604,통신 및 방송 장비 제조업,"7,739,532","3,869,766,000","500",원(KRW),062-602-7631,광주광역시 북구 첨단연신로30번길 53 -,2298
1370,080580,오킨스전자,032602,전자부품 제조업,"6,200,000","3,100,000,000","500",원(KRW),031-460-3500,"경기도 의왕시 오전공업길 13, 6층 (오전동, 벽산선영테크노피아) &nbsp",2298
1371,067170,오텍,033004,자동차 재제조 부품 제조업,"15,391,605","7,695,802,500","500",원(KRW),02-2628-0660,충청남도 예산군  고덕면 예덕로 1033-36 ,2298
